0,0,0,1,0,0,0,0,0
0,0,0,0,1,0,0,0,0
0,0,0,0,0,1,0,0,0
3.3881317890172014e-19,0,6.487865800153259e-16,0.,0.,0.,-13.572498457480625,-2599.410465870944,1649.3341705178448
-9.24959978401696e-19,0,-5.620504062164855e-16,0.,0.,0.,15.672171276004436,3001.54066440984,0
-3.0184188481996443e-16,0,0.,0.,0.,0.,1496.5684399608717,-7.85808689540337,0
0,0,0,0,0,0,-3.394263749558905,0,0
0,0,0,0,0,0,0,-3.394263749558905,0
0,0,0,0,0,0,0,0,-3.394263749558905
